data_name,data_name_kr,acronym,dtype,category,org,access,spatial,temporal,temporal_res,volume,instruments,params,fmt,usage,availability,notes,freq,reuse,priority,report_list
Smart Pole Environmental Sensor Data,스마트폴 환경센서 데이터,Effel_SmartPole,meteorological,air_quality,K-water,internal_DB,Busan Smart Village (Inner/Outer locations),2022–2024,"6-min, 1-hour","Types O, WF, W","Complex environmental sensors, CCTV","Temperature, humidity, PM10, PM2.5, VOC, noise, illuminance, floating population count",JSON,Used for monitoring urban environment and traffic volume in the digital twin platform.,open,Provides environmental and convenience information to residents.,1,Low,Optional,__디지털트윈 테스트베드 구축(alio).pdf.pdf
Dam Real-time Smart Monitoring Data,댐 실시간 스마트 모니터링 데이터,AK920K,DB_system,displacement,K-water,internal_DB,"전국 댐 및 부속시설물 (다목적댐, 용수전용댐, 조정지댐, 부댐)",2021.09-2022.11 (구축 완료 후 현재),"10-min (현장서버), hourly (본사 DB)","GPS변위계 967개, 경사계 180개","GPS변위계(AK920K), 경사계(RST사 IC6654)","X, Y, Z, V(벡터합), 경사각(degree), 수평변위(mm)","CSV, Text","스마트 모니터링 시스템의 초기 계측 데이터 신뢰성 분석, 신·구 계측데이터 관리체계 구축 및 운영방안 제시",internal_only,"RTK 방식을 활용하여 10분 단위로 데이터를 처리하며, 기존 자동광파기(TS) 데이터와의 연계성을 분석함",1,Low,Optional,실시간 스마트 모니터링 구축에 따른 신·구(新舊) 계측데이터 관리체계 연구_2023.02.13_실시간 스마트 모니터링 구축에 따른 신_구(新_舊) 계측데이터 관리체계 연구.pdf.pdf
Unmanned Constant Monitoring System for Regulating and Sub-dams Data,조정지댐 및 부댐 무인 상시 계측시스템 데이터,AK35X,DB_system,displacement,K-water,internal_DB,6개 조정지댐 및 6개 부댐,2020.06-2021.06 (구축),hourly (Static-PPK 방식),"GPS변위계 59개, 경사계 14개",GPS변위계(AK35X),"위경도 값, 변위 값(X, Y, Z, V)","RINEX, Text",구 계측 데이터 관리체계 분석 및 신규 스마트 모니터링 데이터와의 비교 분석,internal_only,Static-PPK 방식으로 1시간 단위 후처리를 통해 정밀도(수평 3mm)를 확보함,1,Low,Optional,실시간 스마트 모니터링 구축에 따른 신·구(新舊) 계측데이터 관리체계 연구_2023.02.13_실시간 스마트 모니터링 구축에 따른 신_구(新_舊) 계측데이터 관리체계 연구.pdf.pdf
NGII Satellite Reference Point Data,국토지리정보원 위성기준점 데이터,GNSS_DATA,remote_sensing,geospatial,National Geographic Information Institute (국토지리정보원),public_portal,국내 전역 (77개 위성기준점),2005-현재,"daily, hourly, real-time (RTK)","국토지리정보원 77개, 해양측위정보원 12개 등",GNSS 상시관측소,"위성 수신 데이터, 보정 데이터(RTCM)","RINEX, RTCM",GPS 측위 원리 설명 및 네트워크 RTK 서비스 활용 사례 분석,open,8개 기관이 참여하는 GNSS 데이터 통합센터를 통해 통합 서비스 제공,1,Low,Optional,실시간 스마트 모니터링 구축에 따른 신·구(新舊) 계측데이터 관리체계 연구_2023.02.13_실시간 스마트 모니터링 구축에 따른 신_구(新_舊) 계측데이터 관리체계 연구.pdf.pdf
CMIP6 Global Climate Models,CMIP6 전지구기후모델 시나리오 자료,CMIP6,model_output,meteorological,WCRP (ESGF),public_portal,Global,Historical to 2100,Daily,23 GCMs,"ACCESS-CM2, CanESM5, MRI-ESM2-0, etc.","Precipitation (pr), Temperature (tas)",NetCDF,Used to project future climate change impacts on flood defense criteria based on AR6 SSP scenarios.,open,Standardized climate model datasets for IPCC AR6.,1,Low,Optional,__AR6 SSP 기후변화 시나리오 기반 다목적댐 홍수방어기준 개선 연구.pdf.pdf
National Groundwater Information System,국가지하수정보시스템,GIMS,DB_system,hydrological,K-water (National Groundwater Information Center),public_portal,National (South Korea),1995–Present,Hourly (automated),"5,855 monitoring wells","Automatic water level sensors, telemetry","Water level, Temperature, Electrical Conductivity (EC), 20 water quality items","Web GIS, CSV",Cited as a successful case model for building groundwater monitoring systems in Argentina.,open,Managed by the National Groundwater Information Center (NGIC).,1,Low,Optional,아르헨티나 필코마요강 유역의 수자원관리 투자 계획 수립_2024.02.13_아르헨티나 필코마요강 유역의 수자원관리 투자 계획 수립.pdf.pdf
High-purity industrial water pilot plant operational data,고순도 공업용수 파일럿 플랜트 운영 데이터,UPW Pilot Data,field_measurement,water_quality,K-water연구원,internal_DB,K-water연구원 내 25m3/일 파일럿 플랜트,2021.06–2021.08,15-min,"22,177 records (PCV 0.2 MPa period)","PLC, i-water program, MATLAB","Resistivity, TOC, DO, Flow rate, Pressure, Valve opening (PCV), Boron, Silica",Excel (CSV derivative),가상센서 기반 운영 안정화 알고리즘 구축 및 이온교환수지(MB) 파과점 예측 모델 개발을 위한 기초 데이터로 활용,internal_only,i-water 시스템을 통해 자동 저장되며 수동 입력 데이터(운영일지)와 병행 관리됨,1,Low,Optional,고순도 공업용수 생산 통합 운영 디지털 플랫폼 국산화 기술 개발 (5차년도)(alio).pdf
High-purity industrial water demonstration plant IO List,고순도 공업용수 실증플랜트 입출력 리스트,UPW Demo IO List,DB_system,hydrological,K-water,internal_DB,SK실트론 구미 2공장 실증플랜트,2021–2025,real-time,"25 points requested, 9 points final reflected",HMI (Human Machine Interface),"Boron, Silica, TOC, DO, Nitrogen flow, Tank level",Digital tag list,실증플랜트의 실시간 모니터링 및 국산화 HMI 통합 운영 프로그램 구축에 사용,internal_only,기존 외산 시스템을 국산화하고 이상 발생 알람 기능을 고도화함,1,Low,Optional,고순도 공업용수 생산 통합 운영 디지털 플랫폼 국산화 기술 개발 (5차년도)(alio).pdf
Vietnam ODA and Infrastructure Investment Statistics,베트남 공적개발원조 및 인프라 투자 통계,Vietnam ODA Data,administrative,other,Vietnam Ministry of Planning and Investment (MPI),public_portal,Vietnam (National),2004–2017,annual,Total ODA commitment $80 billion,GSO (General Statistics Office) reports,"ODA commitment, disbursement, sector-wise investment (Water, Energy, Transport)",Statistical reports,아시아 개발도상국(베트남) 물시장 진출을 위한 자금조달 환경 분석 및 사업모델 제안의 근거로 사용,open,기획투자부(MPI) 및 통계청(GSO) 자료를 인용함,1,Low,Optional,아시아 개발도상국 물시장 진출을 위한 SWG 기술의 사업화 연계방안 연구_2020.02.27_아시아개발도상.pdf.pdf
ASTM Ultrapure Water Quality Standards,ASTM 초순수 수질 기준,ASTM D5127,literature,water_quality,ASTM International,literature_cited,International standard,2013 edition,one-time,Types E-1 to E-4,,"Resistivity, TOC, DO, Particles, Bacteria, Silica, Metals",Technical standard document,실증플랜트의 목표 수질 설정 및 성능 검증 기준(E-1.3 등급)으로 활용,open,반도체 및 전자 산업용 고순도 공업용수의 국제 표준 가이드라인,1,Low,Optional,고순도 공업용수 생산 통합 운영 디지털 플랫폼 국산화 기술 개발 (5차년도)(alio).pdf
water-NET / Twater-NET,관망운영시스템 / 디지털 테스트베드 플랫폼,Twater-NET,DB_system,hydrological,K-water,internal_DB,"한강, 낙동강, 금강, 영산강 등 전국 유역",2023–2025,"1분, 10분, 1시간, 1일",전국 유역별 테스트베드,"Python-WNTR, EPANET","유량, 압력, 수위, 펌프 가동 상태, 수리해석 결과","Excel, JSON","실시간 운영 데이터 수집·연계, 수리해석 라이브러리 구현, GIS 기반 시각화 및 디지털 트윈 검증",internal_only,파이썬 기반 개방형 디지털 테스트베드로 고도화됨,1,Low,Optional,광역상수도 프로세스 디지털 트윈 시스템 개발(Ⅰ) 취수-정수(alio).pdf
Korea Land surface Information System,국토 수재해 정보시스템,K-LIS,DB_system,hydrological,K-water,internal_DB,한반도 및 아시아 지역 (알제리 포함),1980–2016 (KLDAS 기준),"15분, 1시간, 일 단위",43종 이상의 수문 분석 정보,"KLDAS, ALDAS, Noah-MP LSM","토양수분, 증발산량, 유량, 수위, 강수량, 지면온도","NetCDF (.nc), GeoTIFF","위성 및 지상 관측 기반 광역 수재해 감시, 평가 및 예측 정보 생산과 대국민 포털 서비스 제공",open,NASA LIS 기반으로 구축되었으며 기상청 및 유관기관 데이터 연계,1,Low,Optional,국토관측센서 기반 수문 및 수재해 정보포털시스템 개발_2020.02.27_국토관측센서기.pdf.pdf
Observation Data Model 2.0,국제 표준 관측자료 모델,ODM2.0,DB_system,meteorological,K-water (기상청 자료 연계),public_portal,대한민국 전역,1982–2016,"분 단위, 시간 단위",대용량 기상 관측 시계열 데이터,"ASOS, GTS","강수량, 기온, 습도, 풍속, 기압, 일사량","SQLite, TSV, XML",지상 기상 관측 정보의 표준화된 전처리 및 K-LIS 모델 구동용 강제력(Forcing) 데이터로 활용,open,GS 인증 1등급을 획득한 서비스 전처리 시스템으로 관리됨,1,Low,Optional,국토관측센서 기반 수문 및 수재해 정보포털시스템 개발_2020.02.27_국토관측센서기.pdf.pdf
Satellite Imagery Products,위성 관측 데이터,"MODIS, GPM",remote_sensing,satellite imagery,"NASA, ESA, NOAA",public_portal,글로벌 / 동아시아,1979–현재,"일 단위, 월 단위","MODIS, GPM, Sentinel-1, AMSR-E 등","MODIS, GPM, SMMR, SSM/I, ASCAT","강우량(Rainfall), 토양수분, 식생지수, 알베도","NetCDF, HDF",KLDAS/ALDAS 모델 보정(Calibration) 및 검증(Validation)을 위한 벤치마크 데이터셋으로 활용,open,"ESA CCI, GLDAS, FLDAS 등 글로벌 산출물 포함",1,Low,Optional,국토관측센서 기반 수문 및 수재해 정보포털시스템 개발_2020.02.27_국토관측센서기.pdf.pdf
Busan EDC Smart Village Innovation Service Data,부산 EDC 스마트빌리지 혁신서비스 데이터,N/A,field_measurement,other,K-water (한국수자원공사),internal_DB,부산 EDC 스마트빌리지 실증단지,2022 - 2024,"Real-time, Weekly",41개 혁신기술 서비스 데이터,"RESTful API, Digital Twin Testbed","에너지 사용량, 물 사용량, 스마트 쓰레기통 상태, 수질 데이터 등",JSON (API 기반),"디지털 트윈 테스트베드 구축, 탄소중립도시 모델 개발, 메타버스 시범 적용 연구에 활용",restricted,개인정보 포함 데이터는 접근 통제 및 보안 적용,1,Low,Optional,수자원공사 보고서_2. extracted_metadata.csv
Satellite-based Soil Moisture and Evapotranspiration Data,위성기반 토양수분 및 증발산량 데이터,N/A,remote_sensing,meteorological,"ESA, NASA, K-water (자체 가공)",other,National/Dam Watersheds (전국 댐 유역),2005 - 2025,Daily (일단위),"Sentinel, MODIS 위성 데이터 세트","Sentinel-1/2, MODIS, GEE","토양수분량, 증발산량, NDWI, NDVI, 수표면적",Raster/Grid Data,"댐 유역 수문량 산정 고도화, 가뭄 모니터링, 미계측 저수지 유입량 및 저수량 예측",open,클라우드 기반 플랫폼을 활용하여 위성 빅데이터 분석 수행,1,Low,Optional,수자원공사 보고서_2. extracted_metadata.csv
K-water Waterworks Site Energy Consumption and Operation Data,수도사업장 에너지 사용형태 및 운영데이터,N/A,field_measurement,energy_consumption,K-water (한국수자원공사),internal_DB,"충주취수장, 임하가압장, 낙양가압장, 아산취수장, 대청취수장, 화성정수장, 성남정수장 등",2013–2022,"1시간 단위, 일별, 월별","취·가압장 5개소 및 정수장 2개소 정밀 분석, 43개 정수장 유형 분류","EMS (Energy Management System), G-PAMS (지팜)","에너지소비량, 전력소비량, 순시 전력소비량, 공정별 전력소비량, 유출유량, 운영양정",Digital (Excel/DB),"수도사업장 에너지 소비 특성 분석, 에너지 등급 평가 Tool(EnPI, DEA) 수립 및 시범 적용을 위한 기초 자료로 활용",internal_only,펌프 모터의 전력 소비가 전체의 97% 이상을 차지함을 규명함,1,Low,Optional,수도사업장 에너지 효율 혁신을 위한 진단 프로세스 고도화 방안 연구_2024.02.13_수도사업장 에너지 효율 혁신을 위한 진단 프로세스 고도화 방안 연구.pdf.pdf
DEA (Data Envelopment Analysis) Data,자료포락분석 데이터,DEA,model_output,operational_efficiency,Not in source,model_generated,"충주, 임하, 과천, 아산 펌프장 등",2014–2021,연간,72개 DMU (의사결정단위) 분석,Frontier Analyst 4 Application,"기술 효율성, 배분 효율성, 준거집단 가중치, 운영손실, 운영양정, 전력원단위",Digital,유사 속성 사업장 간의 상대적 효율성을 측정하고 벤치마킹 대상을 식별하기 위해 사용,restricted,펌프장 평가에서는 변별력 문제로 지표에서 제외되었으나 벤치마킹 지원 도구로 제안됨,1,Low,Optional,수도사업장 에너지 효율 혁신을 위한 진단 프로세스 고도화 방안 연구_2024.02.13_수도사업장 에너지 효율 혁신을 위한 진단 프로세스 고도화 방안 연구.pdf.pdf
Band Index (BI) Methodology Data,평균값 밴드 인덱스 데이터,BI,statistical_analysis,energy_efficiency,K-water (연구 도출),model_generated,"수지, 청주, 학야 정수장 (자연유하식)",2013–2022,연간,10개년 데이터 활용,Excel,"전 3개년 평균 에너지 사용량(기준량), 실제 사용량, 절감률",Digital,전력사용량과 변수 간 상관성이 낮은 자연유하식 정수장의 성과 평가를 위해 EnPI를 대체하여 사용,internal_only,관리도 기법을 응용하여 전 3개년 평균값을 기준사용량으로 채택함,1,Low,Optional,수도사업장 에너지 효율 혁신을 위한 진단 프로세스 고도화 방안 연구_2024.02.13_수도사업장 에너지 효율 혁신을 위한 진단 프로세스 고도화 방안 연구.pdf.pdf
2018 Waterworks Statistics,2018년 상수도 통계,WIIS (관련 시스템),administrative,hydrological,Ministry of Environment (환경부),public_portal,National (South Korea),2018,annual,6.66 billion m3/year total production,Not in source,"Water production, supply rate, pipe length, revenue water rate, production cost, water tariff, number of employees",database,"Used for status analysis of local and regional waterworks, production cost analysis, and regional service gap evaluation.",open,Primary statistical source for national water service evaluation.,1,Low,Optional,미래 물관리 여건을 고려한 광역·지방상수도 최적 운영·관리방안 연구_2021.02.10_미래물관리 최적운영.pdf.pdf
